Sl no,Comment,Comment_Tokens
822,stop playing with the man he is a genius just deal with itnow go ask that same shit to trump he wouldnt have any idea what the hell your talking about,"['stop', 'playing', 'man', 'genius', 'deal', 'itnow', 'go', 'ask', 'shit', 'trump', 'wouldnt', 'idea', 'hell', 'talking']"
823,best president in my lifetime cant believe he was followed by the opposite,"['best', 'president', 'lifetime', 'cant', 'believe', 'followed', 'opposite']"
824,fuck obama hes fund the mullahs,"['fuck', 'obama', 'hes', 'fund', 'mullahs']"
825,didnt care for most of his policies during his presidency but i always respected and loved the man with the cool swagger skinny tie and smooth voice you could tell he only said what he meant or thought was right a rare politician wish hed been a libertarian or republican even  not for my politics im apolitical but to expand the median in which the left and right could coexist and work together for the country as a whole not divided so violently,"['didnt', 'care', 'policies', 'presidency', 'always', 'respected', 'loved', 'man', 'cool', 'swagger', 'skinny', 'tie', 'smooth', 'voice', 'could', 'tell', 'said', 'meant', 'thought', 'right', 'rare', 'politician', 'wish', 'hed', 'libertarian', 'republican', 'even', 'politics', 'im', 'apolitical', 'expand', 'median', 'left', 'right', 'could', 'coexist', 'work', 'together', 'country', 'whole', 'divided', 'violently']"
826,say what you will about his time in office but you have to admit that hes the first president to genuinely have some swagger,"['say', 'time', 'office', 'admit', 'hes', 'first', 'president', 'genuinely', 'swagger']"
827,hes so gorgeous hes awesomei will always miss him like a family member,"['hes', 'gorgeous', 'hes', 'awesomei', 'always', 'miss', 'like', 'family', 'member']"
828,pittbossss president barack obama dropped over  lbs of missiles on underdeveloped rd world countries during one year of his presidency most of which were used in double tap drone strikes used to solely target first responders and innocent civilians,"['pittbossss', 'president', 'barack', 'obama', 'dropped', 'lbs', 'missiles', 'underdeveloped', 'rd', 'world', 'countries', 'one', 'year', 'presidency', 'used', 'double', 'tap', 'drone', 'strikes', 'used', 'solely', 'target', 'first', 'responders', 'innocent', 'civilians']"
829,coolest potus,"['coolest', 'potus']"
830, cant wait to listen,"['cant', 'wait', 'listen']"
831,No Comment,"['No', 'Comment']"
832,ted bundy reincarnated,"['ted', 'bundy', 'reincarnated']"
833,how nice to see two frauds just frauding it up trying desperately to out fraud each other so to speak,"['nice', 'see', 'two', 'frauds', 'frauding', 'trying', 'desperately', 'fraud', 'speak']"
834,No Comment,"['No', 'Comment']"
835,americas biggest war cri minal,"['americas', 'biggest', 'war', 'cri', 'minal']"
836,dumb and dumber ,"['dumb', 'dumber']"
837,the light we carry  you mean my unicorn  glow sword ,"['light', 'carry', 'mean', 'unicorn', 'glow', 'sword']"
838,afterlifeofc this is awesome lol,"['afterlifeofc', 'awesome', 'lol']"
839,No Comment,"['No', 'Comment']"
840, giant fake people and liars,"['giant', 'fake', 'people', 'liars']"
841,"biden trump obama pelosi amlo putin and moreall these mf that love and hate the  should be dead all these asshole for years along with the jesus that they are expecting should be dead but all these asshole along with thr senade religions as jw mormon  evangelical are demential lunatics and are freaking terrorist all these   whom benefits from the corp sector but they are just waiting their freaking messiah and jesus demential and nutslike trump and bidenall these mf are just part of hate and jealousy against my life and broke every stage of it and the narcoteh real narcoare just a group that give money for them and protenct their own interest  
puerto rico you show me that path to hate all these mf because you are a whore on this world you are a shame an island that should be buried an island of religion and death just hate every  that make their opinion about things that can barely know from singer to busniess manjust a disgusting place and hate be from here fuck your att mexico brazil and usa ","['biden', 'trump', 'obama', 'pelosi', 'amlo', 'putin', 'moreall', 'mf', 'love', 'hate', 'dead', 'asshole', 'years', 'along', 'jesus', 'expecting', 'dead', 'asshole', 'along', 'thr', 'senade', 'religions', 'jw', 'mormon', 'evangelical', 'demential', 'lunatics', 'freaking', 'terrorist', 'benefits', 'corp', 'sector', 'waiting', 'freaking', 'messiah', 'jesus', 'demential', 'nutslike', 'trump', 'bidenall', 'mf', 'part', 'hate', 'jealousy', 'life', 'broke', 'every', 'stage', 'narcoteh', 'real', 'narcoare', 'group', 'give', 'money', 'protenct', 'interest', 'puerto', 'rico', 'show', 'path', 'hate', 'mf', 'whore', 'world', 'shame', 'island', 'buried', 'island', 'religion', 'death', 'hate', 'every', 'make', 'opinion', 'things', 'barely', 'know', 'singer', 'busniess', 'manjust', 'disgusting', 'place', 'hate', 'fuck', 'att', 'mexico', 'brazil', 'usa']"
842,did he really kill osama though  i doubt it  and another thing out of all the things why didnt you ask him about iraq and afghanistan,"['really', 'kill', 'osama', 'though', 'doubt', 'another', 'thing', 'things', 'didnt', 'ask', 'iraq', 'afghanistan']"
843,No Comment,"['No', 'Comment']"
844,carloscalderonphd he was a war criminal nonetheless,"['carloscalderonphd', 'war', 'criminal', 'nonetheless']"
845,landpuma peak war crimes and mass murder obama git caught funding and training the same terrorists that we are fighting again in syria lol,"['landpuma', 'peak', 'war', 'crimes', 'mass', 'murder', 'obama', 'git', 'caught', 'funding', 'training', 'terrorists', 'fighting', 'syria', 'lol']"
846,coolest war criminal around,"['coolest', 'war', 'criminal', 'around']"
847,No Comment,"['No', 'Comment']"
848,No Comment,"['No', 'Comment']"
849,No Comment,"['No', 'Comment']"
850,two grifters engaged in mutual admiration it just doesnt get any cooler than that,"['two', 'grifters', 'engaged', 'mutual', 'admiration', 'doesnt', 'get', 'cooler']"
851,miss you ,['miss']
852,daddy miss you ,"['daddy', 'miss']"
853,obomba,['obomba']
854,No Comment,"['No', 'Comment']"
855, bombs dropped in  year over  middle east countries and he won a nobel peace prize for that,"['bombs', 'dropped', 'year', 'middle', 'east', 'countries', 'nobel', 'peace', 'prize']"
856,one life one choice ,"['one', 'life', 'one', 'choice']"
857,more passion ,['passion']
858,i would actually love to see them both smoke weed together i feel like it would be such an interesting convo,"['would', 'actually', 'love', 'see', 'smoke', 'weed', 'together', 'feel', 'like', 'would', 'interesting', 'convo']"
859,war criminals,"['war', 'criminals']"
860,httpsenmwikipediaorgwikinuclearregulatorycommission,['httpsenmwikipediaorgwikinuclearregulatorycommission']
861,nurse spanish,"['nurse', 'spanish']"
862,volume remote control,"['volume', 'remote', 'control']"
863,government,['government']
864,electromagnetic motion sensor text,"['electromagnetic', 'motion', 'sensor', 'text']"
865,citizen,['citizen']
866,httpsenmwikipediaorgwikimarchairreservebase,['httpsenmwikipediaorgwikimarchairreservebase']
867,electromagnetic gas chambers ,"['electromagnetic', 'gas', 'chambers']"
868,atm visa vaccine,"['atm', 'visa', 'vaccine']"
869,senor rodriguez valdes medical cyber space security,"['senor', 'rodriguez', 'valdes', 'medical', 'cyber', 'space', 'security']"
870,httpsenmwikipediaorgwikikingdomofiberia,['httpsenmwikipediaorgwikikingdomofiberia']
871,echoe vault ,"['echoe', 'vault']"
872,httpsenmwikipediaorgwikiarchitectofthecapitol,['httpsenmwikipediaorgwikiarchitectofthecapitol']
873,httpswwwamazoncomblackgeorgetownrememberedcommunityfoundingdp,['httpswwwamazoncomblackgeorgetownrememberedcommunityfoundingdp']
874,bank cyber space security,"['bank', 'cyber', 'space', 'security']"
875,httpsenmwikipediaorgwikiunitedstatesdepartmentofthetreasury,['httpsenmwikipediaorgwikiunitedstatesdepartmentofthetreasury']
876,mints,['mints']
877,echoe vault ,"['echoe', 'vault']"
878,httpsenmwikipediaorgwikiunitedstatescapitolpolice,['httpsenmwikipediaorgwikiunitedstatescapitolpolice']
879,httpsenmwikipediaorgwikiguantanamobaydetentioncamp,['httpsenmwikipediaorgwikiguantanamobaydetentioncamp']
880,gitmo,['gitmo']
881,httpsenmwikipediaorgwikisupremecourtpolice,['httpsenmwikipediaorgwikisupremecourtpolice']
882,echoe vault  capilano,"['echoe', 'vault', 'capilano']"
883,httpsenwikipediaorgwikiunitedstatescongressionaljointeconomiccommitteewprovsfla,['httpsenwikipediaorgwikiunitedstatescongressionaljointeconomiccommitteewprovsfla']
884,electromagnetic gas chamber  ,"['electromagnetic', 'gas', 'chamber']"
885,httpsenwikipediaorgwikimarchairreservebasewprovsfla,['httpsenwikipediaorgwikimarchairreservebasewprovsfla']
886,echoe vault ,"['echoe', 'vault']"
887,hasanminhaj youre sat with a world criminal whos killed many innocent lives shame,"['hasanminhaj', 'youre', 'sat', 'world', 'criminal', 'whos', 'killed', 'many', 'innocent', 'lives', 'shame']"
888,wish obama asked hey hasan did you really do all those things you said in your standup skits or lied about it like everyone is currently accusing you of,"['wish', 'obama', 'asked', 'hey', 'hasan', 'really', 'things', 'said', 'standup', 'skits', 'lied', 'like', 'everyone', 'currently', 'accusing']"
889,marinangaji,['marinangaji']
890,No Comment,"['No', 'Comment']"
891,loved this one,"['loved', 'one']"
892,your monstar my piano   barackobama  beingsalmankhan  ji,"['monstar', 'piano', 'barackobama', 'beingsalmankhan', 'ji']"
893,michelleobama ,['michelleobama']
894,No Comment,"['No', 'Comment']"
895,ew,['ew']
896,this interviewer like jeff johnson april ryan seth currey charlemagn tha god is still with barack obamas wife and her siblings remove them away from ann marie mesquitta,"['interviewer', 'like', 'jeff', 'johnson', 'april', 'ryan', 'seth', 'currey', 'charlemagn', 'tha', 'god', 'still', 'barack', 'obamas', 'wife', 'siblings', 'remove', 'away', 'ann', 'marie', 'mesquitta']"
897,annmariemesquittaobama,['annmariemesquittaobama']
898,landpuma lol,"['landpuma', 'lol']"
899,interviewer not know this soolemaga coming to india for doing mother fucker drama at his presidency terms and world need to know this slipper person where he went for doing  gay activities in this world,"['interviewer', 'know', 'soolemaga', 'coming', 'india', 'mother', 'fucker', 'drama', 'presidency', 'terms', 'world', 'need', 'know', 'slipper', 'person', 'went', 'gay', 'activities', 'world']"
900,more love less hate peoples ,"['love', 'less', 'hate', 'peoples']"
901,No Comment,"['No', 'Comment']"
902,No Comment,"['No', 'Comment']"
903, biden by law please approve,"['biden', 'law', 'please', 'approve']"
904,irakeshpb ,['irakeshpb']
905,irakeshpb ,['irakeshpb']
906,you should be punished for commiting genocide in gaza,"['punished', 'commiting', 'genocide', 'gaza']"
907,yeeeeeesssss usa god bless america first trump american  leader child lives matter trump usa ,"['yeeeeeesssss', 'usa', 'god', 'bless', 'america', 'first', 'trump', 'american', 'leader', 'child', 'lives', 'matter', 'trump', 'usa']"
908,pattiappezzato ok  what does something so wrong mean are you referring to an uptopic pregnancy which happens in the st trimester and is not at all considered an abortion if not then what  insest though disgusting is consensual and as far as rape kill the rapist not the child  if brain inefficiency is a good reason then why not put all the brain inefficient out of their misery  women have every right afforded to anyone else but just like everyone else they dont have a right to end a life especially one they had a part in initiating hope that helps,"['pattiappezzato', 'ok', 'something', 'wrong', 'mean', 'referring', 'uptopic', 'pregnancy', 'happens', 'st', 'trimester', 'considered', 'abortion', 'insest', 'though', 'disgusting', 'consensual', 'far', 'rape', 'kill', 'rapist', 'child', 'brain', 'inefficiency', 'good', 'reason', 'put', 'brain', 'inefficient', 'misery', 'women', 'every', 'right', 'afforded', 'anyone', 'else', 'like', 'everyone', 'else', 'dont', 'right', 'end', 'life', 'especially', 'one', 'part', 'initiating', 'hope', 'helps']"
